sentence,voice_phishing
일단은 저희가 이제 수사 내용에 진행사항을 보고 나서 그게 결정이 나기 때문에 일단은 제 녹취를 먼저 진행을 하도록 하겠습니다 혹시 예,True
질문인데요 이게 제가 이거 청년창업지원 와서 그런 건지 창업 지원금 같은 거 이제 받고 그런 걸 지원해야 되거든요,True
청년 창업자 지원금을 말씀하시는거에요,True
그니까 중기청이나 이런데서 이제 지원금 받는걸 신청하고 하는데 그럼 제가 이게 지금 제가 가해자인지 피해자인지 이런거는 이제 심사중인데 그런거는 제가 개인적으로 그런 일하는데 있어서는 그,True
지금 창업을 준비하고 계신거에요 그러면,True
그냥 사업자 등록만 했는데 매출은하게 오 아 예를 들면 그냥 뭐,True
자원금 신청을 할 때 그 피해가 어디 있냐 없냐를 155요,True
그거는 아마 염려 안 하셔도 될 것 같습니다 그분과는 다른 부분이어가지고요 예 일단 신용등급이 떨어지거나 이런신게 아니기때문에 저희도 붙여서 제가 금융권에 종사하는 사람이 아니라 확실한 정보를 못드리게 됐습니다,True
그러면은 제가 보는 피해당 프린트 한거 없었는데 그러면 제 정보가 어디에서 유지를 됐고 그런 건 어떻게 알 수 있을까요,True
그거는 지금 사건 담당 검사님이 따로 계시고 저는 제가 피해자인지 가해자 인지를 가려내는 수사관이기 때문에 일단은 저에게 이제 조사를 좀 받아주시면 됩니다 협조를 좀 해 주시면은 저희가 이제 다시 인자 수자 추후에 설명을 해 드리겠습니다 네 그럼 이제 녹취시작하겠습니다 예 2015년 4월 13일 14일 전 시간부로 시술 내용은 녹취시작하겠습니다 그 본인확인 먼저하겠습니다 본인 맞으시죠,True
예 맞으시구나 예 이보영 씨 본인께서 혹시 본인께서는 노조 출신에 전화번호 모르신다고 하셨습니다 사실이 맞으십니까 예 고객님께서 현재 농협과 하나은행 금융권 거래를 둘중에 하나만 하신다고 하셨는데,True
둘다 그냥 통장만 있고 예 통장과 제 명의로 개설 되있는 통장만 있는데 농협은 사용을 안하는데 거의 정말로 명령 정말 오래됐고요 그냥,True
걔가 다 사용 중국 계좌만 있으시고 자신의 한계를 상태시라고요,True
농협은 주고받으면 이때 만들었고,True
하나은행 열고 있습니다 작년에 이거 주문했는데 지금 돈이 하나도 예 미안해,True
예 그럼 2014년 8월 7일에 경기도 광명 철산 지점에서 농협과 하나은행 계좌가 개설된 사실이 확인이 되었습니다,True
그럼 변형로요,True
예 혹시 본인께서 직접 개설하신 사실이 있으신가요,True
없습니다,True
전혀 없으시구요 현재 혹시 본인명의 통장에 불법 현장에서 발견되었기 때문에 저희가 본인 동의 없이 동결 처리를 한거를 시켰습니다 동결 처리가 혹시 뭔지 알고 계신가요,True
말하는거 아니에요 네,True
예 그 개설된 금융권에 사용 정지를 뜻하는 말입니다 그럼 본인께서 직접 개설을 하면 금융권에 대해 진술을 해주셔야 하는데 이 두 분이 중요한 이유가 이제 본인께서 지금부터 이제 진술 해주시는 금융권과 계좌 이외에 다른 금융권과 계좌가 발견되었을 시 앞서 말씀드린 것처럼 동결 처리를시키기 위해서 진술이 꼭 필요한 부분이 좀 읽어주시죠 예 그럼 본인께서 직접 제설함 금융권에 상호명은 어떻게 되십니까,True
그러니까 은행명이요 은행명,True
은행명 거기가 하나은행 농협 이렇게요,True
그 농협 국민은행권하고 이런거,True
예 다른 부분도 다 모두 다 진술을 해주셔야 저희가 이제 진술을 바탕으로 조회를 했을 때 나머지 그 계좌가 발견이 되면 동결 처리를시키기 위해서 여쭤보는 겁니다,True
근데 제가 모르고 깜빡 기모 보낸거고,True
그런데 제가 모르고 깜빡하고 만약 여기 말을 못한게 염병들 있으면 그거 다 동규가 처리 돼버리는 거예요,True
예 그렇죠 차가 보시면 되죠 계속 보유하고 있는 금융권이 많이 거래하는 그런 거를 맞으신가요,True
그 기업은행이나 국민은행이면 목록 농협이랑 맥락은 제가 농협 채용호는 농협이랑 그다음에 하나로는,True
그런거같은데,True
그러니까 현재 사용은 안하셔도 받고 계신 그 금융권에 계좌를 못 구매권을 모두 다 말씀을 해 주셔야 됩니다,True
어 우체국,True
그런데 그거 사용안하면 그냥 궁금해서 번호 상관없는데,True
그 상관 없으시구요 예 그럼 현재 지금까지 그 진술을 해주신게 금융권이 하나 농협 국민 기업 우체국 요렇게 5개 입니다 맞으십니까 예 하나 농협 국민 기업우체국 맞으십니까,True
예 그럼 이제 지금까지 그 본인계좌 진술해주신 그 5개의 금융권 별에 계좌에 갯수에 대해서 진술을 해주셔야 되는데요,True
어 네,True
예 하나은행 금융권에 계좌는 몇개를 보유하고 계시죠 현재 모두 다 1개씩이시고요 예 그럼이제 진술해주신 그 금융권 별의 계좌에 용도에 대해서 말씀을 해주시면 됩니다 저희 그러니까 입출금이면 입출금 적금이면 적금,True
헐 풀고,True
5개의 모든 입출금이시고요,True
네 그리고 그거 우체국이나 농협은 사용을 안한지 오래돼서 아마 그거 그냥 정지 되어 있을 텐데,True
우체국이랑 농협은 휴면계좌 상태시고요,True
아마 그럴 거고요,True
네 기타 다른 금융권에 청약이나 적금 같은 거 드신건 없으시구요,True
예 그럼 마지막으로 본인께서 본인의 계좌에 자산을 확인을 하셨을 때 얼마가 있어야 이게 뒤에 그 재산이라고 확 입증이 되시겠습니까,True
청소요,True
긍까 만약에 하나은행 입출금과 국민은행 입출금에 각각 100만원씩 있다고 진술을 해주셨을 때 이제 저희가 금융감독위원회에 조회를 해 본 결과 지가 진술해 주신 내용과 100만원 이상의 금액차가 발생할 시 불법자금으로 간주를 하고 그 국고로 환수 처리하기 위해서 진술을 받는 부분이거든요 하나은행에 입출금이 입출금 계좌인 어 얼마정도의 자산을 보유하고 계시죠,True
하나는 아예 안쓰는 지금 완충을 저는 돈이 없을텐데 없을 텐데,True
하나은행도 휴면계좌 상태세요,True
그냥 아니요 그냥 안 쓰시는 올렸놔서 그냥 뻥도 있겠구나,True
예 알겠습니다 농협 수당 휴면계좌 상태시구요 예 우체국도 휴면계좌 상태시구요 예 국민은행은 어떻게 되십니까,True
그것도 그냥 몇 만원 받고,True
몇 만원 있으시다고요,True
응 10만원이요 하고 있을텐데,True
기업은행은 어떻게 되십니까,True
설치비를 90만원,True
8000에서 9000이요,True
아니요 80에서 90만원,True
80에서 90이요,True
예 아마,True
방금 각 계좌별로 다 100만원 이하씩 있으신거네요,True
그런데 어떤 온도는 다 없어요 온순한 거라서,True
예 그러니까 기업과 국민은행에는 모두 그 100만원 이하로 있으신 거고 나머지 계좌에는 그 자산이 없으신 거구요,True
예 알겠습니다 제가 여쭤 감사드리고 이제 지금까지 진술이랑 첨부해서 저희가 금융감독위원회 제출되고 제출해서 피해자 입증 받으시면 사건 종결 되니까요 너무 염려하지 않으셔도 될것같습니다,True
제가 어필을 하게 되면은 뭐,True
제 명의로 헌금만 봐요 어쨌든 피해를 입은 거잖아요 아직 금전적인 손실을 입은 건 아니지만 입은 거잖아요 그러면 거기에 어떤 금전적인 보상은 아니더라도 어떤 조치라던지 그런 것들이 키우지나요,True
예 돈 없으면 안가져가요,True
정해진 저희 고객한테 저희 회사 자금을 회수를 하고 다시 회사로 재입금 처리하시라고 외부 경리 집을 보신다고 생각하시면 돼요,True
네 작은거래 쪽으로 일하시는 거구요 어 보통 현장으로 출근을 하셔 가지고 현장 퇴근하신다고 보시면 되시고 이제 근무시간은 보통 오전 10시부터 오후 5시까지라고 생각하시면 되시는데 근무 시간은 오전 한 10시 반 정도로 생각하시면 돼요 조금 일찍 제가 10시 라고 좀 이렇게 작성을 해 놨는데 그거 오전 10시보다는 조금 더 느긋 하실 거고,True
걔는 걔 충분히 어디로 하게 되는 건가요,True
출근은 이제 저희가 현장 출근이기 때문에 그 보통 저희 고객이 따로 있어요 저희 고게 그 소재지에 따라서 좀 달라지기때문에요 서울 전 지역이라고 보시면 돼요,True
그날 출근하시는 그 장소는 다 달라지고 근데 요즘에는 서울 근무해서 전철만 타면은 다 왔다갔다 1시간에서 1시간 반이면 왔다갔다 하잖아요 네 못알아 사무실 들어오실 필요 없고 현장에서 근무 다 보시고 현장에서 바로서 댁으로 퇴근하시면 보신다고 생각하시면 돼요,True
그러면 하루에 보통 몇군데,True
몇군데가 아니고 저희는 고객을 배정을 해드리는 거거든요 저희는 업체를 가거나 그러는게아니라 저희 고객을 배정을 해드리는데 보통 하루에 한 분 많게는 두 분 정도 이렇게 담당을 하게 되실 거고 그 정해진 고객한테 저희 회사 자금을 회수를 하고 다시 회사로 재입금 처리하시는 그 횟수 자체는 하루에 세 건 정도 밖에는 안되요 그렇게 많이 그렇게 되진 않고,True
회사가 어떤 회사요,True
저희는 이제 그 사업하시는 분들 있잖아요 사업하시는 분들한테 이제 거래내역 같은거를 만들어들 있고 거기에 따른 수수료를 받고있는 회사에요,True
죄송해요,True
네 그니까 그 수수료는 그분들께서 저희 쪽으로 알아서 해주시는거고 이제 씨하거나 크게 관계는 없는데 어짜피 영업도 영업 부에서 다 하는거기 때문에 따로 영업을 하실 필요도 없고요 보통 저희 쪽하고 이제 그 적게는 5년 많게는 10년 까지도 이렇게 쭉 꾸준히 거래를 내려오신 분들만 대상으로 하고 있구요 근데 그분들이 저희 쪽으로 거래내역 의뢰를 하는 이유가 이제 다른 사업을 해보진 않았을 거 아니에요 그니까 사업하시는 부분들은 이제 부가세신고라는걸 하잖아요 예 그래서 이번 분기에 현금 매출이 좀 모잘라가지고 그걸로 시공고 금액을 좀 높여서 하실려는 분들도 좀 있고 아니면은 사업자를 다른 분한테 양도하실려고 하시는 분들은 그걸로 매출 잡아서 권리금 좀 더 받으려고 하시는 분들도 있고,True
받은 내역 같은 경우에는 사업하시는 분들한텐 굉장히 용도가 다양하기 때문에 저희가 그거에 대해서는 크게 관여하죠,True
관여하고 그러진 않아요,True
네 여보세요 되시죠 네 연락드린 곳은 서울중앙지검에 김철민 수사관이라고 합니다 샘플 보는대로 된 개인정보는 10원짜리 내꺼 확인차 연락드렸는데요 안들리시나요 주변 소음이 좀 있으신데 크게 말씀드렸는데 안 들리세요 네,True
어 네 여보세요,True
네 여보세요 네 현재 도는 관련해서 개인정보요식 건들이면 몇가지 확인차 연락드렸다고 말씀드렸어요 심사 중이신가요 놀고싶어 그 전라도 광주 출신은 40이면 남성이신데요 지금 음식이라고 아는 사람인가요,True
아랫방에 모르는 사람인데,True
처음 들어보시는 거예요 현재 지금 검찰측에서 김용식 별도로 인하여 금융 법률상에서는 건강한 상태입니다 여기 금곡댁에서 배당에 신용카드가 대표 통장을 없애는 과정에서 나무로 된 문 효과 한화에서 충전 이점이 발견되중이여서 연락을 드린거에요 어제 팩스 혹시 두 통장 개설과에서 미리 알고 계셨나요,True
아니요 전혀 몰랐는데 자치행정과 선거 올랐는데요,True
일단 저희가 조사를 먼저 해 본 바로는요,True
2016년 1월 17일 경기도 광명시 철산동 지점을 통해서요 본인 명의로 면모가 하나야 통장 개설된 게 확인이 되었습니다 이제 본인께서 계산한 거예요,True
아니야,True
아니라는 거죠,True
네 우선은 저희 검찰측에서씨한테 연락드린 정확한 목적은요 어 본인께서 이제 금전적인 대표성을 받고 김종운 씨 일당들에게 꽁짜로 판매한 가해자예요 심지 그게 아니시면 이제 개인정보를 출력해서 면허증을 당하신 피해자의 신지 그 진위여부를 파악하면서 연락드린 겁니다,True
난 전혀 몰랐단 얘긴데요,True
네 제가 설명 드린 거였으면 이해되세요,True
이해는 되는데 근데 수원 시청선언에 개인정보 유출 된거잖아요,True
일단은 그건 조사를 좀 해 봐야 되는 거고요 네 아직까지 밝혀진 게 없기 때문에 존나 세 달 됐네 그래서 제가 이제 권유께서 직접적으로 판넬 하신건지 아니면 피해를 보시면 네 진행 여부를 파악하고서 연락드렸다고 말씀드린거에요,True
거 참 돈건데요,True
내가 먼저 이제 그 본인 통장에 불법적으로 생활비 다녔기 때문에 세금 전에 간단하게 말씀드리면요,True
네이버에 보시면 한 중고나라 사이트하고 있잖아요 그거 싣고 나갔어야 요청했었는데 김용운씨 일당들이 효과를 물건을 좀 저렴하게 판매하면 넉넉하게 해 오늘은 통장을 생각하시는 입금을 우리한테 작은 반출하고 동시에 잠들었 상태에요 옷 갈아입어 그 물건을 받지 못한 피해자분들이 발생이 되었고 피해자 분들이 현직에 본인 앞으로 고소 고발 조치가 지금 상태구요 현재까지 확인된 피해 금액만 대략적으로 약 2300만원정도로 확인되시는데 개수는 금요일날로 피해자 주장을 받게 되시면 본인 앞으로 치우 지금 고소 고발 조치라던지 피해금액을 전부 다 취합되시씨가 걱정하지 마시구요 어 제가 몇 가지 질문 드려볼텐데 아시는 내용 그대로만 진술하면 될것같습니다 네 최근 삼 사년 사례를 봤을 때 내 개인정보가 유출 될 만한 물건들 있지않습니까,True
진짜 신분증도 있고 지갑이라던지 신용카드 휴대폰 탄 거였는데 우리 매트해지면서 도난이나 분심 당한 사례가 있으세요,True
제가 예전에 인터넷하고 넷이 가을에 들어갔는데 그때 김밥만 되게 뜨면서 제가 모르고 개인정보니까 딱딱거든요 농협에게,True
카드 있잖아요 보안카드 입력하라는가 뜨자마자 제가 이게 사귀고 나 지금 뭐 하는 게 이 새끼 사고 전에 갔어요했다 일 이제 주민번호 아마 통장 계좌 농협 칠 당했어요 그 계좌번호랑 비밀번호까지 하나 써서 넘게 갔을거에요 보안카드에서는 끝났고 안해 응 계산한 다음에 농협에다 전화해서 다 끊었다 야 농협에 거래를 잠들어버렸어요 그리고 표현할 때 계속 네이버 ID로 자꾸 자기랑 놀아 어디서 로그인이 됐다고 나와서 비밀번호 몇 번이나 바뀌었어 꺾였거든요,True
그러시면 말씀하신 거는 정리를 해보면 농협 카드 동훈이 한테는 더 실력이 있고,True
내일 뵙는 내가 그 시댁 알을 시도하지않으면 누군 시도가 있었구요 충분히 있었던 거네요,True
네 있었죠 그래서 개강을 해야돼 그래서 그런데 금전적인 피해는 이분 엮으니까 자기가 무조건 하고 넘어갔었거든요,True
별 신경 안쓰셨구나,True
품절돼서 케잌 없으니까,True
금전적인 피해를 볼지 않으셨어요 않으신다 해도,True
어디 쪽으로 전화를 했었어요 내가 이러이러한 절차를 했는데 계속 신고를 받았다 답변 색깔 아무 연락이 안 할거거든요,True
네 알겠습니다 일단 제가 지금 걔네들은구락 지금부터는 이제 추가적으로 적자를 왜 정도는 녹취 현금 진행을 좀 하겠습니다,True
제가 녹취로 진행하면은 다음 주 수요일에 있으면 뒷면 한번씩 재판 관련 오셔서 직접적으로 재판에서 시청하는 건 아니시고 대신에 저 피해자 욕심을 도와주면 침대 자료 만들 겁니다 이해되십니까,True
그러면 걔가 바로 그냥 있는 거라고요,True
아니 일단은 조사가 신고된대 16층으로 그래가지고 증거자료로 만들어도 될 거 아닙니까,True
네 그러면 제가 증거자료로 만든다 동의하면은 그사람이 좋긴한데 도움이 되는 거예요,True
김용식으로 해서 다음 주에 재판이라고 말씀드렸잖아요 아마도 이제 권고사직 못한 멈춰들 있지 않습니까 그분들은 잡지에서 범인께서 지금 사건이 제외하고 180년 냉수만 진료가 되있어요 그래서 일차적으로 소멸 없는 분들 하나씩 낚시 조사는 연락 드린 거고 번호께서 궁금한 피해자라고 주장을 하시면 68일날 통해서 내가 건드린 거 중요한 거잖아요 그래서 그 녹취파일 만드는거라고요,True
전화할게요,True
이해는 잘 되셨어요 어 그러시면 제가 녹취가 되기전에 중심을 맛있게 생겼습니다 녹취가 되었을 때 제 삼 자 육성이라던지 힙합 수업이 인수인계 되시면 분명 증거물로 재판 친구들 쉴 수가 없어요,True
문제까지 제가 말씀드린 것처럼 직접 좀 피해자는 가해자도 아니시죠,True
쉽게 말씀드리면 중고차 좀 조사관신 분이라고 합니다,True
그렇기 때문에 이번 사건에 대해서 제 삼 자에게 유포 방식으로 지금 권한이 없다는거에요 구조팀에 주문하신 분 사용하시면 될거같고요 근데 그 전달받는 위치는 자택이신가요 직장이세요,True
지금처럼 습관 학원이라서,True
어 학원이세요 네 아직 충분히 혁신 싱글인가요,True
대학원생이거든요,True
아직까지 힘들면 무슨 대학교 난셈,True
사장님,True
지금 볼펜인줄 알아 멤버쉽주차장 가능하실까요,True
어 지금 뭐 얻는 게 아무것도 그러시면,True
휴대폰에 면허증 몇십 줄 아세요 어 뒤에 수습과 이런것도 기재 하셨던지 않습니까 제가 그러면 당장 휴가를 써야 되잖아요,True
잠시만요 메모,True
네 응 너 지금 제 삼 자에게 마시고 잡힌 것 같은데 지금 현재 육사였으면 기타 실무 있지 이웃 되지않 잠시 집어놓고 지금 이쪽으로 이동을 좀 하시겠어 지금 통화는 미친 업체가 지금 학원 내에서,True
차감 밖이야,True
조금만 혼자 계신거구요 네 말씀하세요 네 서울중앙지법,True
서울중앙지검,True
첨단범죄수사 일부,True
3000입니다 최첨단 한테 청담이에요 예 본점 수수료 요구 김철민 수사관입니다 몇 만원씩 내고 천천히 작은 목소리로 맞춰놓으면 되지,True
서울중앙지검 첨단범죄수사 임차인이,True
잘되는 하셨고요 아실텐데 녹취는 지네가 지금 할텐데 숫자 파인애플 녹취로 취소를 하겠습니다 말씀드리면 저는 육성으로 동의합니다 말씀하시면 됩니다 현재 찍어서 녹취를 진 할텐데 그럼요 녹취로 진행할게요 현재 본인께서 거주하시는 거주지는 무슨시 무슨동이 뭔 줄 아시죠,True
시간 기숙사 살고있는거,True
기숙사에서 검색하세요 그럼 목사로 위치 말씀하시 무슨시 무슨동이라고 헐 무슨 저 기숙사여서 거주를 지내시는 거예요 네 알겠습니다 아버님께서는 어 생년월일 앞자리만 말씀만 지금 뒷자리가 많이 말씀하시지 마시고 네 본인께서는 전라도 광주 출신에 사실은 남성 김동식치를 알고 계셨습니까 네 2016년 1월 27일 경기도 광명시 철산 봉침을 통해 농협과 하나은행 통장 개설하실 있으십니까 너무 좋잖아요 불꽃 현장에서 발견 잡혔 때문에 즉시 동결 철원은 부끄러워 환수 소 지침으로 했습니다 이 부분에 대해서 문의이십니까 면접 출금처리는 금융 감독하고 합동수사 진행하기 때문에 문을 진출과 금감원에 조산에서 3개월이 다를 경우 떼지 업체를 갔는데 상당히 불리할수 있으면 다시한번 말씀드리겠습니다 그러시면 현재 저는 능력과 하나는 금융권 누가 계십니까 둘 다 이용 안 하시는 거예요 2명과 하나은행을 제외한 보름내로 사용 중이신 금융권 사안은 난 간단하게 말씀이시에요 이미 등록 예를 들어서 이금융권 두꺼운 살까지 말씀하시면 될것같습니다,True
회사는 우리은행만 이용하고,True
5만원만 유무 아침에 카카오뱅크나 냉면 증권 이런거 이용 안 하세요,True
다른 거랑,True
우리는 딱 하나 말씀하시는 거예요 네 그러면 이제 진술 내용을 토대로 금융감독원에서 계좌 지금 실시가 될겁니다 주사는 찬열이 다를 경우에 세탁 통장으로 판단되어서 지급정지 쉬운 될수 있으니 이거에 대해서 일 없으시죠 한번 사용 중신금융꺼는 어떤 용도로 사용 중이신지 하나씩 나 신이 예를 들어서 그래서 어 우리은행만 하나만 거래를 하고 계신데 우리은행에 입출금 계좌 하나 접근 청약 마이너스 통장 시어머니 집 걸 그런 식으로 간략하게 진술 하시면 될것같습니다,True
그런데 갑자기 방금 생각난게 있는데요 기업은행 신한은행쪽 30분 괜찮아 없구요,True
나 지금,True
우리은행하고 최 당시에 제일 가능성 대단하네,True
하나만 있는 거예요,True
네 신한은행이 청약통장 하나 우리의라고 이 책은 다 했으면,True
각각 하나씩 웃으시인데 우리는 죽으면 19일 신한은 청구하지라는 말씀이시죠 본인께서도 짐 추도식 뭐든 저작권에 대해서는 국가에서 보호조치가 진행이 될거기 때문에요 어 상승하고 9000 구체적으로 설명하시는게 국민에게 유리한테 자전거 되실겁니다 더이상 수돗가에 대해서 진술 하실래요 없나요 저 마지막으로 운영이 가능한 작은거에 대한 진술을 받을게요 예를 들어서 그래서 우리은행 계좌에 100만원인가 제출하셨는데 금강원에 20개씩 6개월만에 급여가 좀 확인되시면 그 500만원에 대해서는 차액이 본인이 모를 수가 없겠죠 하지만 500만에 대해서는 다 진술하지 않은 부분이기 때문에 합법적으로 판단고요 저 국고 환수조치 진행이 될 수 있습니다,True
너 그런것들 몇시쯤에 좀 생각나시는대로되냐 아그래 참으면서 갈게 얼마에 얼마 정도 있을 거 같아요 라고 진술 하시면 될것같다구요,True
제가 청약 통장이 저번에 한 500 있는 걸로 알고 있어 900에서 항상 있는 걸로 알고 있어,True
오벤 천천히면은 지금 신한은행은 못 다니면 확인 어려우세요,True
신한은행 제가 관리하는 게 아니고 빨리 총무님께서 통장을 가지고 있고 새벽같이 통장 확인을 한 적이 없거든요,True
근데 그 500에서 천이라는 걸 어떻게 본인께서 추측을 하시는 거 말씀하시는 거 뭔 계속 관리를 하시는데,True
그런데 제가 그냥 몇년동안 20만원짜리 그렇게 계산해서 내가 그렇게 했는데,True
어 몇년동안 하셨다고요,True
한 2년인가 된 거 같습니다,True
2년동안 얼마나 납부하신 거예요,True
20만원인가,True
본인께서 약 20만원 실적 50만원 정도 혹시 2년 동안 납부하신 거예요 네 제가 이런걸 계속 여쭤보는 이유가 산속에 풀릴 것이 안친해서 녹취 파일이기 때문에 만약에 특이사항이 확인되서 그분께서 500만원 정도 있을 것 같습니다라고 얘기를 했는데 몇 천 만원 있거나 1000만원 의사님이 하루가 있으면은 그 자금에 대해서는 본인께서 진술하지 않은 부분 때문에 뭐 붙잡 풍산으로 판단도에서 또 부끄럽 혼자 제주도 씨발 지네가 되면은 제가 또 음료수 진술을 못한 건가라고 얘기할 수가 있잖아요,True
근데 지금 너무 당황스러워서 말이 잘 안 나오고 지금기억은 신한은행 통장 확인해 봐야 되는데 지금 확인하게 챙긴다고 안그러지만,True
우리은행 같은 경우에는 얼마 정도가 피식 유치원에 있는 거예요,True
지금 우리은행 같은 경우는 사무실에 그렇게까지 있는 걸로 알고 있고요,True
130만원 정도 일단은 제가 도움을 좀 드려보고 싶은데 정말 너무 답답하면 전화할게 받으시고 그래서 그 청약 통장은 소주 한것도 아니시고 어 부모님 께서 지금 충전하고 소주하고 있다 보니까 이게 정확하게 500만원은 못넘기 1000만원 확인 못 보신다고 하셨어요 그래서 제가 요거는 좀 어떻게 해서 지금 그래서 지금 다시한번 여쭤본 거거든요 우선은 제가 1차적으로 최선을 다 받았거든요 마지막으로 이거 짐 수료식 내용을 변경 사항이라던지 특이사항이 확인되구요되면 금감원에서 연락이 한테는 갈수있실거에요 누구한테 연락 가실 때는 이게 저희가 지금 14 프로를 채운 다음에 연락해 국민병원으로 휴대폰번호로 전화드렸는데 특별하시 연락갔을때 내선번호로 연락갈겁니다 그 날 특이사항이 확인되시면 그건 제가 책임을 못 드리니까 그건 범죄도 좀 참고를 하시라고 말씀드린거고,True
한참 가서,True
금감원에서는 대한민국 60만원 50만원이상 신발잖습니까 자는구나인가요 그 정리를 다 공유하는게 등급과 넘버를 보는게 금감원에서 보는거지 않습니까 근데 저희가 1차적으로 이렇게 그 진실을 받쳐서 서류를 작성해서 올려드리는데 금감원에서 확인했을 때 여기 500만원 얼마 몇 천 만원 이면 요청서를 그 자금에 대해서는 저희한테 한번 이의를 제기할거구요 롯데 통장으로 다짜고짜 말씀드리면서 어 국고로 판결도 씨발 된다고 하면 그 금액을 삼남매져있어요 그러시나 이렇게 구체적으로 튀어하지 않게끔 도와드리면서 여쭤본거에요 응,True
나중에 걔가 알아서 하이튼 감안해서 물어 봤을때 정확하게 대답해도 괜찮은거에요,True
네 알겠습니다 제가 일차적으로 그러면 눈치 파일이 잘 녹음을 잡았기 때문에 이거 전달을 잘 해드릴게요 오전부터 수업에 협조해주셔서 감사드리고 지금 날씨가 날씨 추우신데 꼭 학원을 짐작을 써서 공부하시면 될것같습니다 네 감사합니다,True
그니까 열로 되어있는 사건 접수 때문에 몇 가지 조사차 연락을 드렸는데,True
본인이 혹시 김영철씨를 아십니까,True
형님을 해놓은걸,True
재생인데 전혀 모르시고,True
아는사람 한다던가,True
어 혹시 저희 어 저희가 김영철 주범으로 인한 군용 법률상이라는 근무를 했는데 지금 검거 현장에서 대량의 신용카드 대포 통장이 발견되었습니다 지 명의로 된 농협통장과 하나하나 통장에 현장에서 발견이 되었는데 혹시 알고있는 거 있을까요 전혀 없으시고 자금은 혹시 2014년 7월 칠 이거 작년 이거든요 경기도 광명시 철산동 방문하셔서 통장 개설이나 금융 가시냐고요,True
네 당면 치료겠죠,True
네 7월달에 경기도 광명시 방문하신 적 있으세요,True
아니요 없어요,True
없으시고 저희 지금 계좌는 저희가 현장에서 접수를 했기때문에 종결처리가 정식 국고 환수조치 죽겠습니다 뭐라고요,True
계좌 번호가 뭔데요,True
뭐라고 잘 안들려요,True
신한에,True
제가 모레는 저희가 발급이 됩니다,True
어 다름이 아니고 저희가 연락 드린 이유가 본인거라고 해도 저희가 명의도용당하신 피해자 신문이 대해서 조사차 연락을 드린 거예요 그냥 전혀 이 40에 대해서는 아무 것도 안 쉬는게 없다고 말씀하시는데요 어 그러면 저희가 몇 가지만 질문을 드릴 건데 제가 본인 최근 이 삼년 사이에 지갑이라든지 신분증 여권 핸드폰 개인정보 유출자만 물건 분실하신 적은 있으세요 그래요,True
전혀 없으시고,True
어 그럼 한 가지만 더 질문드릴게요 혹시 11번가나 쥐 마켓 옥션 네이버 혹시 요런 사이트 하트인데 이용을 원하시나요 중간 알아,True
그거 이용을 안하면 어떻게 사나요,True
혹시 요러한 사이트에서 개인정보 유출됐다는 문자메세지나 이메일 받아볼 수 있냐고,True
아포가,True
전혀 없으시고 그러면 농협이랑 국민은행 쪽에서는요 농협이랑 국민은행 쪽에서 개인정보 유출됐다는 문자메세지 이메일 받아보신적 전혀 없으시다 어 좌회전 알겠습니다 여보세요,True
있어서 연락드렸는데 통화가능하십니까 단순한 상황 때문에 연락 드린 건 아니구요 개인정보 유출 건 때문에 몇 가지만 여쭤보겠습니다 혹시 최근 사이에 신분증 면허증 역군 난거 무시라거나 짜여있는 양도하신적 있으십니까 그럼 면허증 각 은행이나 카드사에서 개인정보 유출이 많이 됬는데요 그걸로 인해 피해 보신 사례는 있으십니까,True
전혀 없으시단 말씀이세요,True
네 온몸 왜그러는지 여보세요 문제없으세요,True
이거 여쭈어 번호 이유는요 저희가 2015년 7월 5일에 불법도박 근무 사기단 일당을 일부 근무했습니다금과 현장에서 지 명의로 되어 부산 은행 통장이 발급 되었구요 아웃 철원 통장에서는 8600만원에 성당을 불법 돌아가 금액이 들어있어서 동결 처리를시켰는데 본인계좌님 계좌에대해하는 부분 있으십니까,True
어 부모님이요,True
네 불법도박 자금액이 들어있어서 동결처리를 시켰는데 본인께서는 부산은행입니다 네,True
마음을 퐁당 응,True
그러시면 71년 생 남성 강자 성자 호자 강상호란 사람은 아십니까 지금 강상호 씨는 혹시 통장을 돈을 주고 샀다고 진술을 하는데 본인께서 강상으로 전혀 모르신단 말씀이세요 본인도 알다시피 금융거래 실명제 원칙에 따라 통장을 개설하려면 본인이 직접 신분증을 지참하고 해당 운행에 가셔야지만 통장이 발급되지않습니까 네 본인이 모른다고 해서 무마되는 사건은 아니구요 본인 입장도 이해를 하고 황당할 수 있겠지만요 이번 사건은 기업 강성호라는 사람이 불법 도박 사이트를 운영하면서 부동산이 필요하니까 본인을 포함한 전국에 130이요 명의자들에게 통장을 구매했다고 진술해서 연락을 드리는 부분이고요 통원을 하다보면 네,True
어디 좀 그렇습니다,True
경찰서 가 아니구요 무상 보증 검찰청입니다 네 저는 형사 일 부에 김나영 수사관이구요,True
어 부산 분 천천히요,True
어떻게 보면 여기 지금 대구니까 내일 부산 검찰청으로 갈게요,True
내일 오신다고요,True
예 거기 가서 진술을 이렇게 직접해야지 지금 예고편상으로는 못하겠으니까 내일 지금 부산으로 가도요,True
예 네 알겠습니다,True
미리 연락하면서,True
여보세요,True
예 안녕하세요 대검찰청 첨단범죄수사 과장입니다,True
